320
1.00000, 0.00132
0.99371, 0.00220
0.98742, 0.00307
0.98113, 0.00393
0.97484, 0.00479
0.96855, 0.00564
0.96226, 0.00649
0.95597, 0.00733
0.94969, 0.00816
0.94340, 0.00898
0.93711, 0.00980
0.93082, 0.01062
0.92453, 0.01143
0.91824, 0.01223
0.91195, 0.01302
0.90566, 0.01381
0.89937, 0.01460
0.89308, 0.01538
0.88679, 0.01615
0.88050, 0.01692
0.87421, 0.01768
0.86792, 0.01844
0.86164, 0.01919
0.85535, 0.01993
0.84906, 0.02067
0.84277, 0.02141
0.83648, 0.02214
0.83019, 0.02286
0.82390, 0.02358
0.81761, 0.02429
0.81132, 0.02500
0.80503, 0.02570
0.79874, 0.02640
0.79245, 0.02709
0.78616, 0.02778
0.77987, 0.02846
0.77358, 0.02914
0.76730, 0.02981
0.76101, 0.03048
0.75472, 0.03114
0.74843, 0.03179
0.74214, 0.03244
0.73585, 0.03309
0.72956, 0.03373
0.72327, 0.03436
0.71698, 0.03499
0.71069, 0.03561
0.70440, 0.03623
0.69811, 0.03684
0.69182, 0.03745
0.68553, 0.03805
0.67925, 0.03865
0.67296, 0.03924
0.66667, 0.03982
0.66038, 0.04040
0.65409, 0.04097
0.64780, 0.04154
0.64151, 0.04210
0.63522, 0.04265
0.62893, 0.04320
0.62264, 0.04375
0.61635, 0.04428
0.61006, 0.04481
0.60377, 0.04534
0.59748, 0.04585
0.59119, 0.04636
0.58491, 0.04687
0.57862, 0.04736
0.57233, 0.04785
0.56604, 0.04834
0.55975, 0.04881
0.55346, 0.04928
0.54717, 0.04974
0.54088, 0.05019
0.53459, 0.05064
0.52830, 0.05108
0.52201, 0.05151
0.51572, 0.05193
0.50943, 0.05234
0.50314, 0.05275
0.49686, 0.05314
0.49057, 0.05353
0.48428, 0.05391
0.47799, 0.05428
0.47170, 0.05464
0.46541, 0.05499
0.45912, 0.05534
0.45283, 0.05567
0.44654, 0.05599
0.44025, 0.05630
0.43396, 0.05660
0.42767, 0.05689
0.42138, 0.05717
0.41509, 0.05744
0.40881, 0.05769
0.40252, 0.05794
0.39623, 0.05817
0.38994, 0.05839
0.38365, 0.05860
0.37736, 0.05880
0.37107, 0.05898
0.36478, 0.05915
0.35849, 0.05930
0.35220, 0.05944
0.34591, 0.05957
0.33962, 0.05968
0.33333, 0.05978
0.32704, 0.05986
0.32075, 0.05992
0.31447, 0.05997
0.30818, 0.06000
0.30189, 0.06002
0.29560, 0.06001
0.28931, 0.05999
0.28302, 0.05995
0.27673, 0.05989
0.27044, 0.05981
0.26415, 0.05972
0.25786, 0.05959
0.25157, 0.05945
0.24528, 0.05929
0.23899, 0.05910
0.23270, 0.05889
0.22642, 0.05865
0.22013, 0.05839
0.21384, 0.05811
0.20755, 0.05779
0.20126, 0.05745
0.19497, 0.05708
0.18868, 0.05667
0.18239, 0.05624
0.17610, 0.05577
0.16981, 0.05527
0.16352, 0.05474
0.15723, 0.05416
0.15094, 0.05355
0.14465, 0.05289
0.13836, 0.05219
0.13208, 0.05145
0.12579, 0.05066
0.11950, 0.04981
0.11321, 0.04891
0.10692, 0.04795
0.10063, 0.04693
0.09434, 0.04584
0.08805, 0.04468
0.08176, 0.04344
0.07547, 0.04210
0.06918, 0.04067
0.06289, 0.03913
0.05660, 0.03746
0.05031, 0.03564
0.04403, 0.03365
0.03774, 0.03146
0.03145, 0.02901
0.02516, 0.02622
0.01887, 0.02297
0.01258, 0.01900
0.00629, 0.01364
0.00000, 0.00000
0.00000, -0.00000
0.00629, -0.01364
0.01258, -0.01900
0.01887, -0.02297
0.02516, -0.02622
0.03145, -0.02901
0.03774, -0.03146
0.04403, -0.03365
0.05031, -0.03564
0.05660, -0.03746
0.06289, -0.03913
0.06918, -0.04067
0.07547, -0.04210
0.08176, -0.04344
0.08805, -0.04468
0.09434, -0.04584
0.10063, -0.04693
0.10692, -0.04795
0.11321, -0.04891
0.11950, -0.04981
0.12579, -0.05066
0.13208, -0.05145
0.13836, -0.05219
0.14465, -0.05289
0.15094, -0.05355
0.15723, -0.05416
0.16352, -0.05474
0.16981, -0.05527
0.17610, -0.05577
0.18239, -0.05624
0.18868, -0.05667
0.19497, -0.05708
0.20126, -0.05745
0.20755, -0.05779
0.21384, -0.05811
0.22013, -0.05839
0.22642, -0.05865
0.23270, -0.05889
0.23899, -0.05910
0.24528, -0.05929
0.25157, -0.05945
0.25786, -0.05959
0.26415, -0.05972
0.27044, -0.05981
0.27673, -0.05989
0.28302, -0.05995
0.28931, -0.05999
0.29560, -0.06001
0.30189, -0.06002
0.30818, -0.06000
0.31447, -0.05997
0.32075, -0.05992
0.32704, -0.05986
0.33333, -0.05978
0.33962, -0.05968
0.34591, -0.05957
0.35220, -0.05944
0.35849, -0.05930
0.36478, -0.05915
0.37107, -0.05898
0.37736, -0.05880
0.38365, -0.05860
0.38994, -0.05839
0.39623, -0.05817
0.40252, -0.05794
0.40881, -0.05769
0.41509, -0.05744
0.42138, -0.05717
0.42767, -0.05689
0.43396, -0.05660
0.44025, -0.05630
0.44654, -0.05599
0.45283, -0.05567
0.45912, -0.05534
0.46541, -0.05499
0.47170, -0.05464
0.47799, -0.05428
0.48428, -0.05391
0.49057, -0.05353
0.49686, -0.05314
0.50314, -0.05275
0.50943, -0.05234
0.51572, -0.05193
0.52201, -0.05151
0.52830, -0.05108
0.53459, -0.05064
0.54088, -0.05019
0.54717, -0.04974
0.55346, -0.04928
0.55975, -0.04881
0.56604, -0.04834
0.57233, -0.04785
0.57862, -0.04736
0.58491, -0.04687
0.59119, -0.04636
0.59748, -0.04585
0.60377, -0.04534
0.61006, -0.04481
0.61635, -0.04428
0.62264, -0.04375
0.62893, -0.04320
0.63522, -0.04265
0.64151, -0.04210
0.64780, -0.04154
0.65409, -0.04097
0.66038, -0.04040
0.66667, -0.03982
0.67296, -0.03924
0.67925, -0.03865
0.68553, -0.03805
0.69182, -0.03745
0.69811, -0.03684
0.70440, -0.03623
0.71069, -0.03561
0.71698, -0.03499
0.72327, -0.03436
0.72956, -0.03373
0.73585, -0.03309
0.74214, -0.03244
0.74843, -0.03179
0.75472, -0.03114
0.76101, -0.03048
0.76730, -0.02981
0.77358, -0.02914
0.77987, -0.02846
0.78616, -0.02778
0.79245, -0.02709
0.79874, -0.02640
0.80503, -0.02570
0.81132, -0.02500
0.81761, -0.02429
0.82390, -0.02358
0.83019, -0.02286
0.83648, -0.02214
0.84277, -0.02141
0.84906, -0.02067
0.85535, -0.01993
0.86164, -0.01919
0.86792, -0.01844
0.87421, -0.01768
0.88050, -0.01692
0.88679, -0.01615
0.89308, -0.01538
0.89937, -0.01460
0.90566, -0.01381
0.91195, -0.01302
0.91824, -0.01223
0.92453, -0.01143
0.93082, -0.01062
0.93711, -0.00980
0.94340, -0.00898
0.94969, -0.00816
0.95597, -0.00733
0.96226, -0.00649
0.96855, -0.00564
0.97484, -0.00479
0.98113, -0.00393
0.98742, -0.00307
0.99371, -0.00220
1.00000, -0.00132
