300
1.00000, 0.00143
0.99329, 0.00333
0.98658, 0.00521
0.97987, 0.00708
0.97315, 0.00893
0.96644, 0.01076
0.95973, 0.01257
0.95302, 0.01436
0.94631, 0.01614
0.93960, 0.01790
0.93289, 0.01964
0.92617, 0.02137
0.91946, 0.02307
0.91275, 0.02476
0.90604, 0.02644
0.89933, 0.02809
0.89262, 0.02973
0.88591, 0.03135
0.87919, 0.03296
0.87248, 0.03455
0.86577, 0.03612
0.85906, 0.03768
0.85235, 0.03921
0.84564, 0.04074
0.83893, 0.04224
0.83221, 0.04373
0.82550, 0.04520
0.81879, 0.04666
0.81208, 0.04810
0.80537, 0.04952
0.79866, 0.05092
0.79195, 0.05231
0.78523, 0.05369
0.77852, 0.05504
0.77181, 0.05638
0.76510, 0.05771
0.75839, 0.05902
0.75168, 0.06031
0.74497, 0.06158
0.73826, 0.06284
0.73154, 0.06408
0.72483, 0.06531
0.71812, 0.06651
0.71141, 0.06771
0.70470, 0.06888
0.69799, 0.07004
0.69128, 0.07118
0.68456, 0.07230
0.67785, 0.07341
0.67114, 0.07450
0.66443, 0.07558
0.65772, 0.07663
0.65101, 0.07767
0.64430, 0.07869
0.63758, 0.07970
0.63087, 0.08068
0.62416, 0.08165
0.61745, 0.08260
0.61074, 0.08354
0.60403, 0.08445
0.59732, 0.08535
0.59060, 0.08623
0.58389, 0.08709
0.57718, 0.08793
0.57047, 0.08876
0.56376, 0.08956
0.55705, 0.09035
0.55034, 0.09112
0.54362, 0.09186
0.53691, 0.09259
0.53020, 0.09330
0.52349, 0.09399
0.51678, 0.09466
0.51007, 0.09531
0.50336, 0.09594
0.49664, 0.09655
0.48993, 0.09713
0.48322, 0.09770
0.47651, 0.09825
0.46980, 0.09877
0.46309, 0.09927
0.45638, 0.09975
0.44966, 0.10021
0.44295, 0.10064
0.43624, 0.10105
0.42953, 0.10144
0.42282, 0.10181
0.41611, 0.10215
0.40940, 0.10247
0.40268, 0.10276
0.39597, 0.10303
0.38926, 0.10325
0.38255, 0.10345
0.37584, 0.10360
0.36913, 0.10371
0.36242, 0.10378
0.35570, 0.10382
0.34899, 0.10381
0.34228, 0.10377
0.33557, 0.10368
0.32886, 0.10355
0.32215, 0.10338
0.31544, 0.10316
0.30872, 0.10290
0.30201, 0.10260
0.29530, 0.10225
