300
0.55705	-0.02400
0.56376	-0.02361
0.57047	-0.02321
0.57718	-0.02282
0.58389	-0.02243
0.59060	-0.02204
0.59732	-0.02165
0.60403	-0.02125
0.61074	-0.02086
0.61745	-0.02047
0.62416	-0.02009
0.63087	-0.01970
0.63758	-0.01931
0.64430	-0.01893
0.65101	-0.01854
0.65772	-0.01816
0.66443	-0.01778
0.67114	-0.01740
0.67785	-0.01703
0.68456	-0.01665
0.69128	-0.01628
0.69799	-0.01591
0.70470	-0.01554
0.71141	-0.01518
0.71812	-0.01481
0.72483	-0.01445
0.73154	-0.01409
0.73826	-0.01373
0.74497	-0.01338
0.75168	-0.01303
0.75839	-0.01268
0.76510	-0.01233
0.77181	-0.01199
0.77852	-0.01165
0.78523	-0.01131
0.79195	-0.01097
0.79866	-0.01064
0.80537	-0.01031
0.81208	-0.00998
0.81879	-0.00965
0.82550	-0.00933
0.83221	-0.00901
0.83893	-0.00869
0.84564	-0.00838
0.85235	-0.00806
0.85906	-0.00775
0.86577	-0.00744
0.87248	-0.00714
0.87919	-0.00683
0.88591	-0.00653
0.89262	-0.00623
0.89933	-0.00593
0.90604	-0.00563
0.91275	-0.00534
0.91946	-0.00505
0.92617	-0.00476
0.93289	-0.00447
0.93960	-0.00418
0.94631	-0.00390
0.95302	-0.00361
0.95973	-0.00333
0.96644	-0.00304
0.97315	-0.00276
0.97987	-0.00248
0.98658	-0.00220
0.99329	-0.00192
1.00000	-0.00165
