300
1.00000	0.00165
0.99329	0.00370
0.98658	0.00574
0.97987	0.00776
0.97315	0.00976
0.96644	0.01174
0.95973	0.01371
0.95302	0.01565
0.94631	0.01757
0.93960	0.01948
0.93289	0.02136
0.92617	0.02323
0.91946	0.02508
0.91275	0.02692
0.90604	0.02873
0.89933	0.03052
0.89262	0.03230
0.88591	0.03406
0.87919	0.03580
0.87248	0.03753
0.86577	0.03923
0.85906	0.04092
0.85235	0.04259
0.84564	0.04424
0.83893	0.04588
0.83221	0.04750
0.82550	0.04910
0.81879	0.05068
0.81208	0.05224
0.80537	0.05379
0.79866	0.05532
0.79195	0.05683
0.78523	0.05833
0.77852	0.05981
0.77181	0.06127
0.76510	0.06271
0.75839	0.06414
0.75168	0.06555
0.74497	0.06694
0.73826	0.06831
0.73154	0.06966
0.72483	0.07100
0.71812	0.07232
0.71141	0.07363
0.70470	0.07491
0.69799	0.07618
0.69128	0.07743
0.68456	0.07866
0.67785	0.07987
0.67114	0.08107
0.66443	0.08224
0.65772	0.08340
0.65101	0.08454
0.64430	0.08566
0.63758	0.08677
0.63087	0.08785
0.62416	0.08892
0.61745	0.08997
0.61074	0.09099
0.60403	0.09200
0.59732	0.09299
0.59060	0.09396
0.58389	0.09491
0.57718	0.09584
0.57047	0.09676
0.56376	0.09765
0.55705	0.09852
0.55034	0.09937
0.54362	0.10020
0.53691	0.10101
0.53020	0.10179
0.52349	0.10256
0.51678	0.10330
0.51007	0.10403
0.50336	0.10473
0.49664	0.10541
0.48993	0.10606
0.48322	0.10670
0.47651	0.10731
0.46980	0.10789
0.46309	0.10846
0.45638	0.10900
0.44966	0.10951
0.44295	0.11000
0.43624	0.11047
0.42953	0.11091
0.42282	0.11133
0.41611	0.11172
0.40940	0.11208
0.40268	0.11242
0.39597	0.11272
0.38926	0.11299
0.38255	0.11322
0.37584	0.11340
0.36913	0.11355
0.36242	0.11365
0.35570	0.11371
0.34899	0.11373
0.34228	0.11370
0.33557	0.11363
0.32886	0.11352
0.32215	0.11336
0.31544	0.11315
0.30872	0.11290
0.30201	0.11260
0.29530	0.11225
0.28859	0.11186
0.28188	0.11141
0.27517	0.11091
0.26846	0.11037
0.26174	0.10977
0.25503	0.10911
0.24832	0.10841
0.24161	0.10765
0.23490	0.10683
0.22819	0.10596
0.22148	0.10502
0.21477	0.10403
0.20805	0.10298
0.20134	0.10186
0.19463	0.10068
0.18792	0.09944
0.18121	0.09812
0.17450	0.09674
0.16779	0.09528
0.16107	0.09375
0.15436	0.09215
0.14765	0.09046
0.14094	0.08869
0.13423	0.08684
0.12752	0.08489
0.12081	0.08285
0.11409	0.08071
0.10738	0.07847
0.10067	0.07611
0.09396	0.07364
0.08725	0.07104
0.08054	0.06829
0.07383	0.06540
0.06711	0.06234
0.06040	0.05910
0.05369	0.05564
0.04698	0.05194
0.04027	0.04795
0.03356	0.04361
0.02685	0.03880
0.02013	0.03338
0.01342	0.02701
0.00671	0.01884
0.00000	0.00000
0.00000	0.00000
0.00671	-0.01618
0.01342	-0.02173
0.02013	-0.02553
0.02685	-0.02843
0.03356	-0.03075
0.04027	-0.03265
0.04698	-0.03425
0.05369	-0.03561
0.06040	-0.03676
0.06711	-0.03775
0.07383	-0.03860
0.08054	-0.03932
0.08725	-0.03994
0.09396	-0.04047
0.10067	-0.04091
0.10738	-0.04128
0.11409	-0.04158
0.12081	-0.04183
0.12752	-0.04201
0.13423	-0.04215
0.14094	-0.04225
0.14765	-0.04230
0.15436	-0.04232
0.16107	-0.04230
0.16779	-0.04224
0.17450	-0.04216
0.18121	-0.04206
0.18792	-0.04192
0.19463	-0.04177
0.20134	-0.04159
0.20805	-0.04140
0.21477	-0.04119
0.22148	-0.04096
0.22819	-0.04072
0.23490	-0.04046
0.24161	-0.04019
0.24832	-0.03991
0.25503	-0.03962
0.26174	-0.03932
0.26846	-0.03902
0.27517	-0.03870
0.28188	-0.03839
0.28859	-0.03806
0.29530	-0.03773
0.30201	-0.03740
0.30872	-0.03706
0.31544	-0.03673
0.32215	-0.03639
0.32886	-0.03605
0.33557	-0.03571
0.34228	-0.03537
0.34899	-0.03503
0.35570	-0.03469
0.36242	-0.03436
0.36913	-0.03403
0.37584	-0.03370
0.38255	-0.03337
0.38926	-0.03305
0.39597	-0.03273
0.40268	-0.03242
0.40940	-0.03210
0.41611	-0.03177
0.42282	-0.03144
0.42953	-0.03110
0.43624	-0.03076
0.44295	-0.03041
0.44966	-0.03006
0.45638	-0.02970
0.46309	-0.02934
0.46980	-0.02898
0.47651	-0.02861
0.48322	-0.02823
0.48993	-0.02786
0.49664	-0.02748
0.50336	-0.02710
0.51007	-0.02672
0.51678	-0.02633
0.52349	-0.02595
0.53020	-0.02556
0.53691	-0.02517
0.54362	-0.02478
0.55034	-0.02439
