300
0.11409	-0.02935
0.12081	-0.02936
0.12752	-0.02932
0.13423	-0.02925
0.14094	-0.02915
0.14765	-0.02902
0.15436	-0.02887
0.16107	-0.02869
0.16779	-0.02849
0.17450	-0.02827
0.18121	-0.02804
0.18792	-0.02779
0.19463	-0.02752
0.20134	-0.02725
0.20805	-0.02696
0.21477	-0.02666
0.22148	-0.02636
0.22819	-0.02605
0.23490	-0.02573
0.24161	-0.02541
0.24832	-0.02508
0.25503	-0.02475
0.26174	-0.02441
0.26846	-0.02408
0.27517	-0.02374
0.28188	-0.02341
0.28859	-0.02307
0.29530	-0.02273
0.30201	-0.02240
0.30872	-0.02207
0.31544	-0.02174
0.32215	-0.02141
0.32886	-0.02109
0.33557	-0.02077
0.34228	-0.02046
0.34899	-0.02015
0.35570	-0.01985
0.36242	-0.01956
0.36913	-0.01927
0.37584	-0.01899
0.38255	-0.01871
0.38926	-0.01844
0.39597	-0.01819
0.40268	-0.01793
0.40940	-0.01768
0.41611	-0.01742
0.42282	-0.01716
0.42953	-0.01690
0.43624	-0.01664
0.44295	-0.01637
0.44966	-0.01610
0.45638	-0.01583
0.46309	-0.01556
0.46980	-0.01529
0.47651	-0.01502
0.48322	-0.01474
0.48993	-0.01447
0.49664	-0.01419
0.50336	-0.01392
0.51007	-0.01364
0.51678	-0.01337
0.52349	-0.01310
0.53020	-0.01282
0.53691	-0.01255
0.54362	-0.01228
0.55034	-0.01201
0.55705	-0.01175
0.56376	-0.01148
0.57047	-0.01122
0.57718	-0.01095
0.58389	-0.01069
0.59060	-0.01044
0.59732	-0.01018
0.60403	-0.00993
0.61074	-0.00968
0.61745	-0.00943
0.62416	-0.00919
0.63087	-0.00894
0.63758	-0.00870
0.64430	-0.00847
0.65101	-0.00824
0.65772	-0.00801
0.66443	-0.00778
0.67114	-0.00756
0.67785	-0.00734
0.68456	-0.00712
0.69128	-0.00691
0.69799	-0.00670
0.70470	-0.00650
0.71141	-0.00630
0.71812	-0.00610
0.72483	-0.00591
0.73154	-0.00572
0.73826	-0.00553
0.74497	-0.00535
0.75168	-0.00517
0.75839	-0.00500
0.76510	-0.00483
0.77181	-0.00466
0.77852	-0.00450
0.78523	-0.00435
0.79195	-0.00419
0.79866	-0.00404
0.80537	-0.00390
0.81208	-0.00376
0.81879	-0.00362
0.82550	-0.00349
0.83221	-0.00336
0.83893	-0.00323
0.84564	-0.00311
0.85235	-0.00300
0.85906	-0.00288
0.86577	-0.00277
0.87248	-0.00267
0.87919	-0.00257
0.88591	-0.00247
0.89262	-0.00238
0.89933	-0.00229
0.90604	-0.00220
0.91275	-0.00211
0.91946	-0.00204
0.92617	-0.00196
0.93289	-0.00189
0.93960	-0.00182
0.94631	-0.00175
0.95302	-0.00168
0.95973	-0.00162
0.96644	-0.00157
0.97315	-0.00151
0.97987	-0.00146
0.98658	-0.00141
0.99329	-0.00136
1.00000	-0.00132
