300
1.00000	0.00132
0.99329	0.00314
0.98658	0.00495
0.97987	0.00674
0.97315	0.00851
0.96644	0.01026
0.95973	0.01200
0.95302	0.01372
0.94631	0.01543
0.93960	0.01711
0.93289	0.01878
0.92617	0.02043
0.91946	0.02207
0.91275	0.02369
0.90604	0.02529
0.89933	0.02688
0.89262	0.02845
0.88591	0.03000
0.87919	0.03154
0.87248	0.03306
0.86577	0.03456
0.85906	0.03605
0.85235	0.03753
0.84564	0.03898
0.83893	0.04042
0.83221	0.04185
0.82550	0.04325
0.81879	0.04465
0.81208	0.04602
0.80537	0.04738
0.79866	0.04873
0.79195	0.05005
0.78523	0.05137
0.77852	0.05266
0.77181	0.05394
0.76510	0.05521
0.75839	0.05646
0.75168	0.05769
0.74497	0.05890
0.73826	0.06010
0.73154	0.06129
0.72483	0.06246
0.71812	0.06361
0.71141	0.06475
0.70470	0.06587
0.69799	0.06697
0.69128	0.06806
0.68456	0.06913
0.67785	0.07018
0.67114	0.07122
0.66443	0.07224
0.65772	0.07325
0.65101	0.07423
0.64430	0.07521
0.63758	0.07616
0.63087	0.07710
0.62416	0.07802
0.61745	0.07892
0.61074	0.07981
0.60403	0.08068
0.59732	0.08153
0.59060	0.08236
0.58389	0.08318
0.57718	0.08398
0.57047	0.08476
0.56376	0.08552
0.55705	0.08627
0.55034	0.08699
0.54362	0.08770
0.53691	0.08839
0.53020	0.08906
0.52349	0.08971
0.51678	0.09034
0.51007	0.09095
0.50336	0.09154
0.49664	0.09212
0.48993	0.09267
0.48322	0.09320
0.47651	0.09371
0.46980	0.09421
0.46309	0.09468
0.45638	0.09513
0.44966	0.09556
0.44295	0.09596
0.43624	0.09635
0.42953	0.09671
0.42282	0.09705
0.41611	0.09737
0.40940	0.09766
0.40268	0.09793
0.39597	0.09818
0.38926	0.09839
0.38255	0.09856
0.37584	0.09869
0.36913	0.09879
0.36242	0.09885
0.35570	0.09887
0.34899	0.09885
0.34228	0.09880
0.33557	0.09870
0.32886	0.09856
0.32215	0.09838
0.31544	0.09816
0.30872	0.09790
0.30201	0.09760
0.29530	0.09725
0.28859	0.09686
0.28188	0.09643
0.27517	0.09595
0.26846	0.09543
0.26174	0.09486
0.25503	0.09424
0.24832	0.09358
0.24161	0.09286
0.23490	0.09210
0.22819	0.09129
0.22148	0.09042
0.21477	0.08951
0.20805	0.08854
0.20134	0.08752
0.19463	0.08644
0.18792	0.08530
0.18121	0.08410
0.17450	0.08285
0.16779	0.08153
0.16107	0.08015
0.15436	0.07870
0.14765	0.07718
0.14094	0.07560
0.13423	0.07394
0.12752	0.07220
0.12081	0.07038
0.11409	0.06848
0.10738	0.06649
0.10067	0.06441
0.09396	0.06223
0.08725	0.05994
0.08054	0.05753
0.07383	0.05500
0.06711	0.05233
0.06040	0.04951
0.05369	0.04652
0.04698	0.04332
0.04027	0.03989
0.03356	0.03617
0.02685	0.03208
0.02013	0.02749
0.01342	0.02214
0.00671	0.01534
0.00000	0.00000
0.00000	0.00000
0.00671	-0.01268
0.01342	-0.01686
0.02013	-0.01964
0.02685	-0.02170
0.03356	-0.02331
0.04027	-0.02459
0.04698	-0.02563
0.05369	-0.02648
0.06040	-0.02718
0.06711	-0.02774
0.07383	-0.02820
0.08054	-0.02856
0.08725	-0.02884
0.09396	-0.02906
0.10067	-0.02921
0.10738	-0.02931
